276,00	1 045,00	902,00	604,00	1 173,00	800
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	1,00	1,00	0,00	0,6
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	1,00	0,00	0,4
0,00	1,00	0,00	0,00	0,00	0,2
0,00	1,00	0,00	0,00	0,00	0,2
0,00	1,00	0,00	0,00	0,00	0,2
0,00	1,00	0,00	0,00	0,00	0,2
0,00	1,00	0,00	0,00	0,00	0,2
0,00	1,00	0,00	0,00	0,00	0,2
0,00	1,00	0,00	0,00	0,00	0,2
0,00	1,00	0,00	0,00	0,00	0,2
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
0,00	0,00	0,00	0,00	0,00	0
